candidate_id,beam_id,annotation_text,field,deterministic_value,vision_value,field_status,field_decision,accepted,reason,hypothetical_change,production_change
VC::B101::ANN-80ac063f,B101,3-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-80ac063f,B101,3-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,legs,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,spacing,[100.0],[100],BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101::ANN-d8c2de5e,B101,3L-Y10@100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,legs,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,spacing,"[100.0, 150.0, 100.0]","[100, 150, 100]",BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-bfa9b021,B101A,4L-Y10@100/150/100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,reinforcement_role,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,diameter,25.0,25,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,quantity,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,beam_association,TARGET_BEAM,UNCERTAIN,VISION_UNRESOLVED,KEEP_DETERMINISTIC,False,VISION_MISSING,False,NONE
VC::B101A::ANN-e67412bd,B101A,4-Y25,zone,,UNKNOWN,UNRESOLVED,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,legs,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,spacing,[100.0],[100],BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-030581f0,B102,3L-Y10@100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4b59ff37,B102,3-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,diameter,16.0,16,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B102::ANN-4cd6f72d,B102,3-Y16,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,diameter,16.0,16,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-19a711d6,B103,3-Y16,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,legs,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,spacing,[100.0],[100],BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-6d8bbdf4,B103,3L-Y10@100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B103::ANN-8e897f60,B103,3-Y20,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,diameter,16.0,16,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B119::ANN-1ae5aa17,B119,3-Y16,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,reinforcement_role,UNKNOWN,BOTTOM_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,diameter,25.0,25,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,quantity,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-8883ea68,B120,3-Y25,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,diameter,10.0,10,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,legs,3,3,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,spacing,[100.0],"[100, 150, 100]",VISION_CONFLICT,KEEP_DETERMINISTIC_FLAG_CONFLICT,False,DETERMINISTIC_CONFLICT,True,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B120::ANN-f4213b73,B120,3L-Y10@100C/150/100/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,semantic_type,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,reinforcement_role,STIRRUP,STIRRUP,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,diameter,12.0,12,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,quantity,,,NOT_APPLICABLE,NOT_APPLICABLE,False,STIRRUP_QUANTITY_NOT_DERIVABLE_FROM_NOTATION,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,legs,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,spacing,[100.0],[100],BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-3eb6504d,B121,4L-Y12@100C/C,zone,,SPAN,VISION_DIAGNOSTIC,ZONE_DIAGNOSTIC_ONLY,False,ZONE_NOT_PROMOTABLE,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,semantic_type,LONGITUDINAL_BAR,LONGITUDINAL_BAR,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,reinforcement_role,UNKNOWN,TOP_BAR,VISION_FIELD_CANDIDATE,ACCEPT_AS_SHADOW_CANDIDATE,True,DETERMINISTIC_UNKNOWN_VISION_VALID,True,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,diameter,20.0,20,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,quantity,4,4,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,legs,,,NOT_APPLICABLE,NOT_APPLICABLE,False,LEGS_NOT_APPLICABLE_FOR_LONGITUDINAL,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,spacing,[],[],UNRESOLVED,UNRESOLVED,False,BOTH_MISSING,False,NONE
VC::B121::ANN-73c67bd2,B121,4-Y20,beam_association,TARGET_BEAM,TARGET_BEAM,BOTH_AGREE,KEEP_DETERMINISTIC,False,EQUIVALENT_VALUES,False,NONE
